"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        1597,       -6.90922776,      -4.591173975,      -5.674741661,        -2.6910285,      -4.934088444,       1.467944799
          0,           0,        1598,      -6.909402404,      -4.591337635,      -5.674867267,      -2.691291984,      -4.934353572,       1.467691625
          0,           0,        1599,      -6.909576987,       -4.59150118,      -5.674992875,      -2.691556796,      -4.934618701,       1.467438946
          0,           0,        1600,      -6.909751538,      -4.591664573,      -5.675119177,      -2.691817704,      -4.934883722,       1.467185678
          0,           0,        1601,      -6.909925955,      -4.591827822,      -5.675245803,      -2.692071945,      -4.935148582,       1.466930297
          0,           0,        1602,      -6.910100033,      -4.591990964,      -5.675370645,      -2.692329638,       -4.93541339,       1.466673824
          0,           0,        1603,      -6.910273812,      -4.592153985,      -5.675495125,      -2.692593046,      -4.935678145,       1.466418419
          0,           0,        1604,      -6.910447504,      -4.592316896,      -5.675620295,      -2.692857747,      -4.935942839,       1.466164378
          0,           0,        1605,      -6.910621254,      -4.592479704,      -5.675746173,      -2.693121289,      -4.936207499,       1.465911326
          0,           0,        1606,       -6.91079507,      -4.592642394,      -5.675872544,      -2.693382922,      -4.936472122,       1.465658987
          0,           0,        1607,      -6.910968873,      -4.592804933,      -5.675998281,      -2.693634524,      -4.936736688,       1.465406684
          0,           0,        1608,      -6.911142611,       -4.59296739,      -5.676124572,      -2.693892862,        -4.9370012,       1.465153498
          0,           0,        1609,      -6.911316245,      -4.593129735,      -5.676251433,      -2.694155982,      -4.937265667,        1.46489947
          0,           0,        1610,        -6.9114898,      -4.593291981,      -5.676379649,      -2.694419486,      -4.937530092,       1.464645332
          0,           0,        1611,      -6.911663336,      -4.593454164,      -5.676508647,      -2.694680268,      -4.937794484,       1.464390956
          0,           0,        1612,      -6.911836959,      -4.593616258,      -5.676633603,      -2.694940771,       -4.93805884,       1.464135856
          0,           0,        1613,      -6.912010606,      -4.593778247,      -5.676759132,      -2.695202241,      -4.938323151,       1.463880195
          0,           0,        1614,      -6.912184198,      -4.593940138,      -5.676886376,      -2.695464268,      -4.938587424,       1.463624672
          0,           0,        1615,      -6.912357725,      -4.594101931,      -5.677014754,      -2.695726811,       -4.93885164,       1.463369218
          0,           0,        1616,      -6.912531199,      -4.594263616,       -5.67714373,      -2.695988817,      -4.939115815,       1.463113616
          0,           0,        1617,      -6.912704613,      -4.594425224,      -5.677273203,      -2.696254731,      -4.939379941,       1.462858059
          0,           0,        1618,      -6.912878007,      -4.594586726,      -5.677402337,      -2.696517136,      -4.939644026,       1.462602601
          0,           0,        1619,      -6.913051383,      -4.594748096,      -5.677531526,      -2.696778531,      -4.939908051,       1.462346977
          0,           0,        1620,      -6.913224672,      -4.594909367,      -5.677660327,      -2.697039272,      -4.940172035,       1.462091078
          0,           0,        1621,      -6.913397885,      -4.595070532,      -5.677789084,      -2.697300108,      -4.940435966,       1.461835181
          0,           0,        1622,      -6.913571044,      -4.595231606,      -5.677918196,      -2.697561304,      -4.940699856,       1.461579478
          0,           0,        1623,      -6.913744181,      -4.595392621,      -5.678048593,      -2.697830632,      -4.940963702,       1.461323862
          0,           0,        1624,      -6.913917323,      -4.595553552,      -5.678178998,      -2.698094351,      -4.941227502,       1.461067831
          0,           0,        1625,       -6.91409048,       -4.59571439,      -5.678309237,      -2.698355313,      -4.941491254,       1.460811182
          0,           0,        1626,      -6.914263635,      -4.595875103,      -5.678439481,      -2.698615155,      -4.941754961,        1.46055439
          0,           0,        1627,      -6.914436743,      -4.596035686,      -5.678569859,      -2.698874532,      -4.942018624,       1.460297713
          0,           0,        1628,      -6.914609731,      -4.596196161,      -5.678700518,      -2.699134566,      -4.942282234,       1.460041299
          0,           0,        1629,      -6.914782595,      -4.596356522,      -5.678831303,      -2.699394437,      -4.942545796,       1.459785294
          0,           0,        1630,       -6.91495536,      -4.596516761,      -5.678962174,      -2.699653397,      -4.942809309,       1.459529785
          0,           0,        1631,      -6.915128016,      -4.596676898,      -5.679093176,      -2.699912748,      -4.943072773,       1.459274789
          0,           0,        1632,      -6.915300575,      -4.596836927,      -5.679224282,      -2.700172447,      -4.943336169,       1.459020205
          0,           0,        1633,       -6.91547304,      -4.596996855,      -5.679355479,      -2.700432041,      -4.943599507,       1.458765734
          0,           0,        1634,      -6.915645437,      -4.597156688,      -5.679485156,      -2.700692313,      -4.943862794,        1.45851119
          0,           0,        1635,       -6.91581778,       -4.59731644,      -5.679615439,      -2.700952686,       -4.94412603,       1.458256705
          0,           0,        1636,      -6.915990085,      -4.597476107,      -5.679746529,      -2.701212993,      -4.944389207,       1.458002323
          0,           0,        1637,      -6.916162388,      -4.597635697,      -5.679878008,      -2.701472154,      -4.944652317,       1.457747794
          0,           0,        1638,      -6.916334654,      -4.597795203,      -5.680009433,      -2.701730786,      -4.944915362,       1.457493168
          0,           0,        1639,      -6.916506835,      -4.597954621,      -5.680140693,      -2.701990008,      -4.945178351,       1.457238795
          0,           0,        1640,       -6.91667893,      -4.598113953,      -5.680271952,      -2.702249725,      -4.945441277,       1.456984855
          0,           0,        1641,      -6.916850969,      -4.598273194,       -5.68040329,      -2.702509128,      -4.945704147,       1.456731319
          0,           0,        1642,      -6.917022964,      -4.598432335,      -5.680534734,      -2.702767708,      -4.945966959,       1.456478091
          0,           0,        1643,      -6.917194889,       -4.59859139,      -5.680666241,      -2.703026469,      -4.946229712,       1.456225089
          0,           0,        1644,      -6.917366739,      -4.598750344,      -5.680797645,      -2.703285439,      -4.946492403,       1.455972216
          0,           0,        1645,      -6.917538507,      -4.598909157,      -5.680929497,      -2.703543799,      -4.946755036,       1.455719119
          0,           0,        1646,      -6.917710113,      -4.599067903,      -5.681062915,      -2.703802967,      -4.947017479,       1.455464574
          0,           0,        1647,      -6.917881776,      -4.599226596,      -5.681195579,      -2.704060367,      -4.947279731,       1.455207639
          0,           0,        1648,      -6.918053641,      -4.599385222,      -5.681326854,      -2.704317027,      -4.947541856,       1.454949862
          0,           0,        1649,      -6.918225611,       -4.59954377,      -5.681457649,      -2.704573435,       -4.94780388,        1.45469353
          0,           0,        1650,      -6.918397526,      -4.599702232,      -5.681588805,       -2.70483014,      -4.948065805,       1.454439457
